Obs,Year,Name,NestName,ID,BandNumber,BandDate,BandDateJul,MeasurementDate,MeasurementDateJulYear,MeasurementDateJul,AgeField,CalcAge,CalcAgeInteger,HatchDate,HatchDateJul1,HatchDateJul,AllSex,BillNT,TEC,BillWidth,BillDepth,Head,UpperBill,UBillSurface,TotBillSurface,Skull,Tarsus,WingChord,Primary7,TailLength,Weight,Condition,,,
720,1999,N7,HAPA99,N7 HAPA99,805-08960,05/18/1999,138,05/18/1999,1999138,138,28,26.4,26,04/20/1999,110,1999110,F,22.8,35.3,13.7,12.7,75.7,12.5,158.75,232.98,40.4,59.3,178,120,60,345,0.12 ,,,
721,1999,O8,HAPA99,O8 HAPA99,805-08961,05/18/1999,138,05/18/1999,1999138,138,28,25.8,26,04/20/1999,110,1999110,M,21.8,33.8,13.4,12.6,75.1,12,151.2,219.7,41.3,59.8,149,106,53,350,0.12 ,,,
722,1999,P9,BISA99,P9 BISA99,805-08962,05/18/1999,138,05/18/1999,1999138,138,26,26.1,26,04/22/1999,112,1999112,M,23.3,36.6,13.4,14,78.1,13.3,186.2,250.71,41.5,62.1,163,110,59,420,0.12 ,,,
723,1999,Q0,BISA99,Q0 BISA99,805-08963,05/18/1999,138,05/18/1999,1999138,138,26,25.4,25,04/22/1999,112,1999112,M,22.3,34.4,13.9,13.5,76.3,12.1,163.35,235.64,41.9,63.7,156,101,46,420,0.12 ,,,
724,1999,R1,HAWA99,R1 HAWA99,085-08964,05/19/1999,139,05/19/1999,1999139,139,27,25.6,26,04/22/1999,112,1999112,F,21.4,34.2,13.5,13.2,74.5,12.8,168.96,228.285,40.3,59.6,157,100,52,393,0.12 ,,,
725,1999,S2,HAWA99,S2 HAWA99,085-08965,05/19/1999,139,05/19/1999,1999139,139,28,26.4,26,04/21/1999,111,1999111,M,23.9,36.6,13.5,14.4,80.3,12.7,182.88,255.285,43.7,63.3,174,118,62,421,0.12 ,,,
726,1999,T3,HAWA99,T3 HAWA99,085-08966,05/19/1999,139,05/19/1999,1999139,139,28,26.1,26,04/21/1999,111,1999111,M,23.9,38.6,14.4,13.9,81.2,14.7,204.33,273.095,42.6,63.7,170,111,58,500,0.12 ,,,
727,1999,U4,HAWA99,U4 HAWA99,085-08967,05/19/1999,139,05/19/1999,1999139,139,28,26.5,26,04/21/1999,111,1999111,M,22.9,35.6,12.3,13.4,77.1,12.7,170.18,228.73,41.5,60.9,174,118,64,407,0.12 ,,,
728,1999,V5,HAWA99,V5 HAWA99,085-08968,05/19/1999,139,05/19/1999,1999139,139,28,26.5,27,04/21/1999,111,1999111,F,21.9,34.2,12.6,12.8,75.3,12.3,157.44,217.17,41.1,59.3,175,119,65,390,0.12 ,,,
729,1999,W6,MMUR99,W6 MMUR99,085-08969,05/19/1999,139,05/19/1999,1999139,139,28,26.2,26,04/21/1999,111,1999111,M,22.7,35.8,12.6,13,78.3,13.1,170.3,229.12,42.5,60.1,179,114,60,385,0.12 ,,,
730,1999,X7,MMUR99,X7 MMUR99,085-08970,05/19/1999,139,05/19/1999,1999139,139,28,25.5,25,04/21/1999,111,1999111,F,21.2,34,12.3,13,73.1,12.8,166.4,215.05,39.1,53.1,160,103,46,295,0.13 ,,,
731,1999,Y8,MMUR99,Y8 MMUR99,085-08971,05/19/1999,139,05/19/1999,1999139,139,28,25.0,25,04/21/1999,111,1999111,M,20.6,33.5,12.2,12.1,72.7,12.9,156.09,203.5125,39.2,53.4,152,90,40,245,0.12 ,,,
732,1999,Z9,MMUR99,Z9 MMUR99,085-08972,05/19/1999,139,05/19/1999,1999139,139,28,24.7,25,04/21/1999,111,1999111,M,20,32.3,12.6,12.3,70.3,12.3,151.29,201.0675,38,52.6,135,83,30,270,0.12 ,,,
733,1999,A5,CCPL99,A5 CCPL99,085-08973,05/20/1999,140,05/20/1999,1999140,140,28,26.9,27,04/22/1999,112,1999112,F,24.4,37.3,12.8,14,77.6,12.9,180.6,249.91,40.3,58.9,177,120,73,395,0.12 ,,,
734,1999,B6,CCPL99,B6 CCPL99,085-08974,05/20/1999,140,05/20/1999,1999140,140,28,27.0,27,04/22/1999,112,1999112,F,23.2,36.7,11.9,12.6,78.9,13.5,170.1,224.7875,42.2,61.6,177,119,76,410,0.12 ,,,
735,1999,C7,CCPL99,C7 CCPL99,085-08975,05/20/1999,140,05/20/1999,1999140,140,28,26.4,26,04/22/1999,112,1999112,F,23.6,36.9,12.5,12.3,77.2,13.3,163.59,228.78,40.3,59.5,167,112,67,375,0.12 ,,,
736,1999,D8,HART99,D8 HART99,085-08976,05/20/1999,140,05/20/1999,1999140,140,26,26.0,26,04/24/1999,114,1999114,F,25.4,39.7,12.1,13.8,80.3,14.3,197.34,257.0575,40.6,58.2,189,128,80,395,0.13 ,,,
737,1999,E9,HART99,E9 HART99,085-08977,05/20/1999,140,05/20/1999,1999140,140,26,26.0,26,04/24/1999,114,1999114,F,25.5,36.7,12.4,13.3,79,11.2,148.96,235.7975,42.3,58.8,181,123,74,375,0.12 ,,,
738,1999,F0,HART99,F0 HART99,085-08978,05/20/1999,140,05/20/1999,1999140,140,26,26.0,26,04/24/1999,114,1999114,F,26,40.3,12.5,14.1,82,14.3,201.63,267.995,41.7,62.3,187,129,70,425,0.12 ,,,
739,1999,G1,HART99,G1 HART99,085-08979,05/20/1999,140,05/20/1999,1999140,140,26,26.0,26,04/24/1999,114,1999114,F,23.5,36.1,13,12.9,78.6,12.6,162.54,233.7475,42.5,59.5,182,125,68,383,0.12 ,,,
740,1999,H2,MART99,H2 MART99,805-08980,05/20/1999,140,05/20/1999,1999140,140,28,28.0,28,04/22/1999,112,1999112,F,21.8,34.1,13.6,13,75.7,12.3,159.9,226.765,41.6,58.9,185,130,77,357,0.12 ,,,
741,1999,I3,MART99,I3 MART99,805-08981,05/20/1999,140,05/20/1999,1999140,140,28,28.0,28,04/22/1999,112,1999112,M,25.7,38.8,14,13.8,81.8,13.1,180.78,269.66,43,62.7,194,134,81,405,0.12 ,,,
742,1999,J4,MART99,J4 MART99,805-08982,05/20/1999,140,05/20/1999,1999140,140,27,27.0,27,04/23/1999,113,1999113,M,22.7,35.1,13.5,13.2,78.3,12.4,163.68,234.2925,43.2,61.9,174,124,61,418,0.12 ,,,
743,1999,K5,MART99,K5 MART99,805-08983,05/20/1999,140,05/20/1999,1999140,140,28,28.0,28,04/22/1999,112,1999112,F,22,35.9,13,12.9,77.3,13.9,179.31,232.4525,41.4,59.7,187,126,80,362,0.12 ,,,
744,1999,L6,EHCR99,L6 EHCR99,805-08984,05/21/1999,141,05/21/1999,1999141,141,28,28.0,28,04/23/1999,113,1999113,F,23.8,37.5,13.2,12.9,79.2,13.7,176.73,244.6875,41.7,60.6,198,139,82,427,0.12 ,,,
745,1999,M7,EHCR99,M7 EHCR99,805-08985,05/21/1999,141,05/21/1999,1999141,141,28,28.0,28,04/23/1999,113,1999113,M,25.7,39.4,14.2,13.9,83.4,13.7,190.43,276.785,44,62.3,201,137,82,432,0.12 ,,,
746,1999,N8,EHCR99,N8 EHCR99,805-08986,05/21/1999,141,05/21/1999,1999141,141,28,28.0,28,04/23/1999,113,1999113,F,24.4,36.6,13.5,13.2,77.5,12.2,161.04,244.305,40.9,59.4,194,136,86,400,0.12 ,,,
747,1999,O9,EHCR99,O9 EHCR99,805-08987,05/21/1999,141,05/21/1999,1999141,141,27,27.0,27,04/24/1999,114,1999114,M,25.4,39.7,14.3,14.1,83.5,14.3,201.63,281.87,43.8,63.6,190,131,75,465,0.12 ,,,
748,1999,P0,ELWO99,P0 ELWO99,805-08988,05/18/1999,138,05/18/1999,1999138,138,26,26.1,26,04/22/1999,112,1999112,M,22.1,33.8,12.3,14,76.1,11.7,163.8,222.235,42.3,54.4,161,113,58,405,0.14 ,,,
749,1999,Q1,ELWO99,Q1 ELWO99,805-08989,05/18/1999,138,05/18/1999,1999138,138,26,25.1,25,04/22/1999,112,1999112,M,20.9,33.7,12.4,12.8,73.1,12.8,163.84,212.31,39.4,53.2,137,95,40,335,0.13 ,,,
750,1999,R2,SWEG99,R2 SWEG99,805-08990,05/24/1999,144,05/24/1999,1999144,144,28,27.5,28,04/26/1999,116,1999116,,23.6,37.1,12.7,13.3,79.2,13.5,179.55,241.15,42.1,59.5,191,128,82,415,0.13 ,,,
751,1999,S3,SWEG99,S3 SWEG99,805-08991,05/24/1999,144,05/24/1999,1999144,144,27,26.3,26,04/27/1999,117,1999117,M,23.3,36,11.1,12.3,76,12.7,156.21,210.6,40,58.1,171,114,62,360,0.12 ,,,
752,1999,T4,EPLN99,T4 EPLN99,805-08992,05/24/1999,144,05/24/1999,1999144,144,27,27.0,27,04/27/1999,117,1999117,F,23.1,35.5,12.2,12,77.5,12.4,148.8,214.775,42,59.1,185,125,70,402,0.12 ,,,
753,1999,U5,EPLN99,U5 EPLN99,805-08993,05/24/1999,144,05/24/1999,1999144,144,27,27.0,27,04/27/1999,117,1999117,,21.6,33.4,12.8,13.5,74.2,11.8,159.3,219.605,40.8,57.7,179,124,70,402,0.13 ,,,
754,1999,V6,EPLN99,V6 EPLN99,805-08994,05/24/1999,144,05/24/1999,1999144,144,27,27.0,27,04/27/1999,117,1999117,F,22.2,32.8,12.3,13.1,75.2,10.6,138.86,208.28,42.4,58.2,169,115,55,350,0.12 ,,,
755,1999,W7,HABL99,W7 HABL99,805-08995,05/24/1999,144,05/24/1999,1999144,144,27,26.9,27,04/27/1999,117,1999117,F,22.8,37,12.7,12.8,78.1,14.2,181.76,235.875,41.1,61.6,181,122,72,453,0.12 ,,,
756,1999,Z0,WWLG99,Z0 WWLG99,805-08998,05/25/1999,145,05/25/1999,1999145,145,27,27.0,27,04/28/1999,118,1999118,,25.3,37.6,14.3,14.7,82.6,12.3,180.81,272.6,45,63.6,194,134,77,470,0.12 ,,,
757,1999,A6,WWLG99,A6 WWLG99,805-08999,05/25/1999,145,05/25/1999,1999145,145,27,27.0,27,04/28/1999,118,1999118,,24.7,36.7,13,13.6,79.6,12,163.2,244.055,42.9,62.2,186,130,75,422,0.12 ,,,
758,1999,B7,WWLG99,B7 WWLG99,805-09000,05/25/1999,145,05/25/1999,1999145,145,27,27.0,27,04/28/1999,118,1999118,,25,37.9,12.9,14,81.6,12.9,180.6,254.8775,43.7,62.2,187,128,68,472,0.13 ,,,
759,1999,C8,HOMT99,C8 HOMT99,545-64985,05/26/1999,146,05/26/1999,1999146,146,27,27.0,27,04/29/1999,119,1999119,F,22,32.9,12.8,12.6,73.1,10.9,137.34,208.915,40.2,55.3,156,101,38,298,0.12 ,,,
760,1999,D9,HOMT99,D9 HOMT99,545-64986,05/26/1999,146,05/26/1999,1999146,146,27,27.0,27,04/29/1999,119,1999119,F,24.6,36.6,12.3,12.6,78.2,12,151.2,227.835,41.6,58.3,175,119,63,360,0.12 ,,,
761,1999,E0,CARD99,E0 CARD99,545-64987,05/26/1999,146,05/26/1999,1999146,146,26,26.0,26,04/30/1999,120,1999120,F,21.7,32.8,13,13.9,75.3,11.1,154.29,220.58,42.5,,162,108,60,358,?,,,
762,1999,H3,CCLI99,H3 CCLI99,835-99501,05/31/1999,151,05/31/1999,1999151,151,30,27.2,27,05/01/1999,121,1999121,F,25,36.2,12.6,13.1,78,11.2,146.72,232.585,41.8,58.3,180,130,73,343,0.12 ,,,
763,1999,I4,CCLI99,I4 CCLI99,835-99502,05/31/1999,151,05/31/1999,1999151,151,30,28.0,28,05/01/1999,121,1999121,M,26.3,39.5,13.5,13.7,82.6,13.2,180.84,268.6,43.1,63.4,198,138,85,420,0.12 ,,,
764,1999,J5,CCLI99,J5 CCLI99,835-99503,05/31/1999,151,05/31/1999,1999151,151,30,28.2,28,05/01/1999,121,1999121,M,26.6,38,13.9,13.7,81.5,11.4,156.18,262.2,43.5,60.6,198,140,88,382,0.12 ,,,
765,1999,K6,CCLI99,K6 CCLI99,835-99504,05/31/1999,151,05/31/1999,1999151,151,30,25.5,26,05/01/1999,121,1999121,M,23.7,36,14,13.4,78.2,12.3,164.82,246.6,42.2,57.8,165,108,42,320,0.12 ,,,
766,1999,L7,EDB299,L7 EDB299,835-99505,05/31/1999,151,05/31/1999,1999151,151,26,26.0,26,05/05/1999,125,1999125,,24.5,36.4,14,14.3,79.5,11.9,170.17,257.53,43.1,62.4,158,99,39,430,0.12 ,,,
767,1999,M8,EDB299,M8 EDB299,835-99506,05/31/1999,151,05/31/1999,1999151,151,26,26.0,26,05/05/1999,125,1999125,F,23.7,36.7,14.5,13.2,79.2,13,171.6,254.1475,42.5,60.9,170,117,69,410,0.12 ,,,
768,1999,N9,EDB299,N9 EDB299,835-99507,05/31/1999,151,05/31/1999,1999151,151,26,26.0,26,05/05/1999,125,1999125,M,23.1,36.1,14.9,14.1,78.2,13,183.3,261.725,42.1,62.8,172,111,57,410,0.12 ,,,
769,1999,O0,WDBL99,O0 WDBL99,835-99508,05/31/1999,151,05/31/1999,1999151,151,24,24.0,24,05/07/1999,127,1999127,,20.5,32.2,13.2,13.2,70,11.7,154.44,212.52,37.8,57.7,135,81,30,308,0.12 ,,,
770,1999,P1,WDBL99,P1 WDBL99,835-99509,05/31/1999,151,05/31/1999,1999151,151,23,23.0,23,05/08/1999,128,1999128,,22,33.1,13.2,12.4,74.9,11.1,137.64,211.84,41.8,60.8,140,80,28,315,0.11 ,,,
771,1999,2,WDBL99,2 WDBL99,,05/31/1999,151,05/31/1999,1999151,151,24,24.0,24,05/07/1999,127,1999127,,23.4,37.4,14.6,13,78.1,14,182,258.06,40.7,64.9,158,100,49,375,0.11 ,,,
772,1999,Q2,ROG299,Q2 ROG299,835-99510,06/01/1999,152,06/01/1999,1999152,152,24,24.7,25,05/08/1999,128,1999128,,22.1,33.6,12.8,13.5,71.7,11.5,155.25,220.92,38.1,57.3,137,83,34,375,0.13 ,,,
773,1999,R3,ROG299,R3 ROG299,835-99511,06/01/1999,152,06/01/1999,1999152,152,24,24.4,24,05/08/1999,128,1999128,,20.6,32.7,12.6,11.9,71.2,12.1,143.99,200.2875,38.5,55.6,121,74,29,300,0.12 ,,,
774,1999,S4,MANN99,S4 MANN99,835-99512,06/02/1999,153,06/02/1999,1999153,153,25,25.2,25,05/08/1999,128,1999128,M,20.8,33.1,12.5,13.3,73.4,12.3,163.59,213.495,40.3,55.6,148,95,41,310,0.12 ,,,
775,1999,T5,MANN99,T5 MANN99,835-99513,06/02/1999,153,06/02/1999,1999153,153,25,25.2,25,05/08/1999,128,1999128,F,19.9,29.7,11.8,11.4,69.2,9.8,111.72,172.26,39.5,51.4,149,98,38,260,0.12 ,,,
776,1999,U6,BLAC99,U6 BLAC99,835-99514,06/07/1999,158,06/07/1999,1999158,158,27,26.8,27,05/11/1999,131,1999131,M,23.2,38.3,12.1,13.4,78.5,15.1,202.34,244.1625,40.2,59,177,124,68,342,0.12 ,,,
777,1999,V7,BLAC99,V7 BLAC99,835-99515,06/07/1999,158,06/07/1999,1999158,158,27,26.2,26,05/11/1999,131,1999131,M,22.6,35.7,11.6,12.3,76.2,13.1,161.13,213.3075,40.5,60.5,165,112,60,322,0.11 ,,,
778,1999,W8,BLAC99,W8 BLAC99,835-99516,06/07/1999,158,06/07/1999,1999158,158,27,25.9,26,05/11/1999,131,1999131,F,22.4,34.1,12.2,12.3,75.5,11.7,143.91,208.8625,41.4,59.1,161,108,57,290,0.11 ,,,
779,1999,X9,JOHN99,X9 JOHN99,835-99517,06/11/1999,162,06/11/1999,1999162,162,25,24.9,25,05/17/1999,137,1999137,M,19.4,31.2,13.4,12.1,70.9,11.8,142.78,198.9,39.7,54.3,139,88,36,238,0.11 ,,,
780,1999,Y0,PAR299,Y0 PAR299,835-99518,06/15/1999,166,06/15/1999,1999166,166,23,23.0,23,05/23/1999,143,1999143,,21.2,34,12.6,12.8,73.6,12.8,163.84,215.9,39.6,59.5,128,74,27,345,0.12 ,,,
781,1999,Z1,PAR299,Z1 PAR299,835-99519,06/15/1999,166,06/15/1999,1999166,166,23,23.0,23,05/23/1999,143,1999143,,20.9,34.3,12.6,12.5,74,13.4,167.5,215.2325,39.7,57.2,125,74,22,352,0.12 ,,,
782,1999,A7,PAR299,A7 PAR299,835-99520,06/15/1999,166,06/15/1999,1999166,166,23,23.0,23,05/23/1999,143,1999143,,21.2,34.5,13.4,12.6,74.2,13.3,167.58,224.25,39.7,55.6,130,76,25,365,0.13 ,,,
783,1999,C9,PGRO99,C9 PGRO99,835-99521,06/17/1999,168,06/17/1999,1999168,168,30,28.4,28,05/18/1999,138,1999138,,27.6,41.6,14.2,13.8,84.6,14,193.2,291.2,43,61.1,212,150,84,408,0.12 ,,,
784,1999,D0,PGRO99,D0 PGRO99,835-99522,06/17/1999,168,06/17/1999,1999168,168,30,27.5,28,05/18/1999,138,1999138,,25.2,36.9,14.7,13.6,81.5,11.7,159.12,261.0675,44.6,60.6,201,143,68,365,0.12 ,,,
785,2000,K7,HAPA00,K7 HAPA00,835-99527,05/09/2000,130,05/09/2000,2000130,130,28,26.3,26,04/11/2000,102,2000102,,24.7,37.2,14.4,14.1,79.7,12.5,176.25,265.05,42.5,64.3,165,114,63,440,0.12 ,,,
786,2000,L8,HAPA00,L8 HAPA00,835-99528,05/09/2000,130,05/09/2000,2000130,130,28,25.4,25,04/11/2000,102,2000102,,24.8,37.4,12.6,13.6,81.2,12.6,171.36,244.97,43.8,62.9,158,100,46,430,0.12 ,,,
787,2000,M9,DBAR00,M9 DBAR00,835-99529,05/09/2000,130,05/09/2000,2000130,130,24,25.6,26,04/15/2000,106,2000106,,22.3,36.3,14.9,13.5,78.3,14,189,257.73,42,61.4,157,102,51,430,0.12 ,,,
788,2000,N0,DBAR00,N0 DBAR00,835-99530,05/09/2000,130,05/09/2000,2000130,130,24,25.7,26,04/15/2000,106,2000106,,21.6,33.4,12.2,13,75.9,11.8,153.4,210.42,42.5,58.4,154,101,55,362,0.12 ,,,
789,2000,O1,DBAR00,O1 DBAR00,835-99531,05/09/2000,130,05/09/2000,2000130,130,24,25.1,25,04/15/2000,106,2000106,,22.7,34.9,14.9,13.7,75.9,12.2,167.14,249.535,41,60.2,149,90,42,412,0.12 ,,,
790,2000,P2,DBAR00,P2 DBAR00,835-99532,05/09/2000,130,05/09/2000,2000130,130,24,24.4,24,04/15/2000,106,2000106,M,21.9,33,15.1,14,73.5,11.1,155.4,240.075,40.5,61,132,70,32,380,0.12 ,,,
791,2000,Q3,DBAR00,Q3 DBAR00,835-99533,05/09/2000,130,05/09/2000,2000130,130,24,24.1,24,04/15/2000,106,2000106,,20.3,32.5,13.8,13.3,71.7,12.2,162.26,220.1875,39.2,55.5,115,60,23,345,0.13 ,,,
792,2000,T6,YFER00,T6 YFER00,,,136,05/15/2000,2000136,136,24,24.0,24,04/21/2000,112,2000112,,20.3,33.2,13.8,13.1,70.7,12.9,168.99,223.27,37.5,58.7,116,52,26,350,0.12 ,,,
793,2000,U7,YFER00,U7 YFER00,,,136,05/15/2000,2000136,136,24,24.4,24,04/21/2000,112,2000112,,22.4,35,14,13.9,76.1,12.6,175.14,244.125,41.1,57.4,127,74,24,425,0.13 ,,,
794,2000,V8,YFER00,V8 YFER00,,,136,05/15/2000,2000136,136,24,24.4,24,04/21/2000,112,2000112,,22.6,34,14.2,12.9,73.8,11.4,147.06,230.35,39.8,59.2,122,70,33,385,0.12 ,,,
795,2000,W9,YFER00,W9 YFER00,,,136,05/15/2000,2000136,136,24,25.0,25,04/21/2000,112,2000112,,23.3,36.2,12.9,12.8,76.2,12.9,165.12,232.585,40,61.9,148,86,45,443,0.12 ,,,
796,2000,X0,YFER00,X0 YFER00,,,136,05/15/2000,2000136,136,24,23.7,24,04/21/2000,112,2000112,,18.6,30.1,13,11.5,66.1,11.5,132.25,184.3625,36,52.4,77,36,6,247,0.12 ,,,
797,2000,1-azure,WFER00,1-azure WFER00,,,136,05/15/2000,2000136,136,24,25.0,25,04/21/2000,112,2000112,,21.8,33.8,12.2,13.9,74.3,12,166.8,220.545,40.5,55.4,145,87,45,345,0.13 ,,,
798,2000,R4,NMUR00,R4 NMUR00,835-99534,05/16/2000,137,05/16/2000,2000137,137,25,25.2,25,04/21/2000,112,2000112,,20.2,32.2,11.8,12,70.9,12,144,191.59,38.7,55.9,147,93,47,290,0.12 ,,,
799,2000,S5,NMUR00,S5 NMUR00,835-99535,05/16/2000,137,05/16/2000,2000137,137,25,24.8,25,04/21/2000,112,2000112,,18.2,28.3,11.6,12.1,66.9,10.1,122.21,167.6775,38.6,53.4,136,86,37,263,0.12 ,,,
800,2000,3,PINW00,3 PINW00,,05/16/2000,137,05/16/2000,2000137,137,25,25.0,25,04/21/2000,112,2000112,,19.7,30.3,12,11.7,71,10.6,124.02,179.5275,40.7,55.8,136,93,41,265,0.12 ,,,
801,2000,4,PINW00,4 PINW00,,05/16/2000,137,05/16/2000,2000137,137,25,25.0,25,04/21/2000,112,2000112,,20.4,33.7,71.7,12.8,72.1,13.3,170.24,711.9125,38.4,57.1,127,74,35,317,0.12 ,,,
802,2000,T6,YFER00,T6 YFER00,835-99536,05/17/2000,138,05/17/2000,2000138,138,26,24.5,25,04/21/2000,112,2000112,,21.3,34.4,12.8,13.1,73.6,13.1,171.61,222.74,39.2,59.6,131,77,30,385,0.12 ,,,
803,2000,U7,YFER00,U7 YFER00,835-99537,05/17/2000,138,05/17/2000,2000138,138,26,24.9,25,04/21/2000,112,2000112,,22.8,35.9,14.1,13.9,77.7,13.1,182.09,251.3,41.8,60.9,146,90,33,445,0.13 ,,,
804,2000,V8,YFER00,V8 YFER00,835-99538,05/17/2000,138,05/17/2000,2000138,138,26,25.0,25,04/21/2000,112,2000112,,23.6,34.4,13.1,13.7,74.6,10.8,147.96,230.48,40.2,60.2,144,86,45,393,0.12 ,,,
805,2000,W9,YFER00,W9 YFER00,835-99539,05/17/2000,138,05/17/2000,2000138,138,26,25.7,26,04/21/2000,112,2000112,,24.2,35.6,12.7,13,79.3,11.4,148.2,228.73,43.7,62.6,164,102,55,425,0.12 ,,,
806,2000,X0,YFER00,X0 YFER00,835-99540,05/17/2000,138,05/17/2000,2000138,138,26,23.8,24,04/21/2000,112,2000112,,19.6,30.7,13.3,11.9,68.8,11.1,132.09,193.41,38.1,53.8,103,45,11,280,0.12 ,,,
807,2000,Y1,YETH00,Y1 YETH00,835-99541,05/17/2000,138,05/17/2000,2000138,138,27,26.8,27,04/20/2000,111,2000111,,22,34.3,12.3,11.9,75.7,12.3,146.37,207.515,41.4,59.8,182,120,70,352,0.12 ,,,
808,2000,Z2,YETH00,Z2 YETH00,835-99542,05/17/2000,138,05/17/2000,2000138,138,27,26.8,27,04/20/2000,111,2000111,,20.9,32.7,11.5,12.2,75.3,11.8,143.96,193.7475,42.6,61.1,177,120,72,352,0.12 ,,,
809,2000,A8,YETH00,A8 YETH00,835-99543,05/17/2000,138,05/17/2000,2000138,138,27,26.1,26,04/20/2000,111,2000111,,21.8,35.9,12.7,13.5,75.8,14.1,190.35,235.145,39.9,62.3,176,108,62,381,0.12 ,,,
810,2000,B9,YETH00,B9 YETH00,835-99544,05/17/2000,138,05/17/2000,2000138,138,27,25.9,26,04/20/2000,111,2000111,,21.1,33.9,11.7,11.8,74.7,12.8,151.04,199.1625,40.8,59.8,171,110,53,355,0.12 ,,,
811,2000,C0,ECRI00,C0 ECRI00,835-99545,05/17/2000,138,05/17/2000,2000138,138,25,25.6,26,04/22/2000,113,2000113,,21.2,33.6,13,12.9,74,12.4,159.96,217.56,40.4,58.1,160,102,53,365,0.12 ,,,
812,2000,D1,ECRI00,D1 ECRI00,835-99546,05/17/2000,138,05/17/2000,2000138,138,25,24.9,25,04/22/2000,113,2000113,,19.9,33.2,11.8,12.5,71.1,13.3,166.25,201.69,37.9,56.6,138,86,40,300,0.12 ,,,
813,2000,E2,ECRI00,E2 ECRI00,835-99547,05/17/2000,138,05/17/2000,2000138,138,25,24.5,25,04/22/2000,113,2000113,,19.8,30.4,12.7,12.6,70,10.6,133.56,192.28,39.6,56.2,130,78,28,290,0.12 ,,,
814,2000,F3,EKAY00,F3 EKAY00,835-99548,05/22/2000,143,05/22/2000,2000143,143,27,25.5,25,04/25/2000,116,2000116,,21.3,32.3,13.1,12.7,75.7,11,139.7,208.335,43.4,58.9,161,99,49,345,0.12 ,,,
815,2000,G4,EKAY00,G4 EKAY00,835-99549,05/22/2000,143,05/22/2000,2000143,143,27,24.4,24,04/25/2000,116,2000116,,19.8,29.4,11.9,11.6,68,9.6,111.36,172.725,38.6,52.1,123,70,30,205,0.11 ,,,
816,2000,H5,HABL00,H5 HABL00,835-99550,05/22/2000,143,05/22/2000,2000143,143,27,26.2,26,04/25/2000,116,2000116,,23.1,36,14.2,13.6,77.7,12.9,175.44,250.2,41.7,61.3,170,112,62,400,0.12 ,,,
817,2000,I6,SHEL00,I6 SHEL00,835-99551,05/23/2000,144,05/23/2000,2000144,144,27,26.4,26,04/26/2000,117,2000117,,21.7,32.8,12.6,11.6,72,11.1,128.76,198.44,39.2,55.3,164,109,69,320,0.12 ,,,
818,2000,J7,SHEL00,J7 SHEL00,835-99552,05/23/2000,144,05/23/2000,2000144,144,27,24.6,25,04/26/2000,117,2000117,,19.6,31.4,11.8,11.6,69.9,11.8,136.88,183.69,38.5,55.6,132,78,32,302,0.12 ,,,
819,2000,K8,HANS00,K8 HANS00,835-99553,05/24/2000,145,05/24/2000,2000145,145,28,27.3,27,04/26/2000,117,2000117,,24,39.1,12.2,12.7,81.9,15.1,191.77,243.3975,42.8,64,199,134,72,407,0.12 ,,,
820,2000,L9,HANS00,L9 HANS00,835-99554,05/24/2000,145,05/24/2000,2000145,145,28,26.5,27,04/26/2000,117,2000117,,20.8,34.2,12.4,11.9,75.5,13.4,159.46,207.765,41.3,59.9,175,117,66,348,0.12 ,,,
821,2000,M0,HANS00,M0 HANS00,835-99555,05/24/2000,145,05/24/2000,2000145,145,28,27.5,27,04/26/2000,117,2000117,,24.1,36.2,12.3,12.4,81,12.1,150.04,223.535,44.8,59.9,201,134,76,392,0.12 ,,,
822,2000,N1,HANS00,N1 HANS00,835-99556,05/24/2000,145,05/24/2000,2000145,145,28,27.5,27,04/26/2000,117,2000117,F,22.7,36.2,12.7,12.2,76.4,13.5,164.7,225.345,40.2,60.5,191,132,78,372,0.12 ,,,
823,2000,O2,HANS00,O2 HANS00,835-99557,05/24/2000,145,05/24/2000,2000145,145,28,26.3,26,04/26/2000,117,2000117,,22.6,36.1,13.5,13,78.1,13.5,175.5,239.1625,42,60.8,181,119,57,412,0.12 ,,,
824,2000,P3,NDYC00,P3 NDYC00,835-99558,05/24/2000,145,05/24/2000,2000145,145,28,28.2,28,04/26/2000,117,2000117,,22.9,36.2,12.9,12.7,77.6,13.3,168.91,231.68,41.4,53.9,202,143,84,335,0.13 ,,,
825,2000,Q4,NDYC00,Q4 NDYC00,835-99559,05/24/2000,145,05/24/2000,2000145,145,28,28.2,28,04/26/2000,117,2000117,,25,36.8,14.2,13.3,80.6,11.8,156.94,253,43.8,58.8,210,144,85,408,0.13 ,,,
826,2000,R5,STA200,R5 STA200,835-99560,05/24/2000,145,05/24/2000,2000145,145,26,26.0,26,04/28/2000,119,2000119,,20.3,33.5,12.5,13.2,72.8,13.2,174.24,215.2375,39.3,56.6,164,109,59,343,0.12 ,,,
827,2000,S6,STA200,S6 STA200,835-99561,05/24/2000,145,05/24/2000,2000145,145,26,26.2,26,04/28/2000,119,2000119,,20.6,32.5,10.9,11.2,72,11.9,133.28,179.5625,39.5,57.1,166,109,65,311,0.12 ,,,
828,2000,T7,STA200,T7 STA200,835-99562,05/24/2000,145,05/24/2000,2000145,145,26,26.4,26,04/28/2000,119,2000119,M,21.8,34.6,11.7,13.3,76.1,12.8,170.24,216.25,41.5,60.5,172,116,65,366,0.12 ,,,
